event_num,event,date,venue,location,attendance,event_id
376,The Ultimate Fighter Latin America 3 Finale: dos Anjos vs. Ferguson,2016-11-05,Arena Ciudad de México,"Mexico City, Mexico","11,460",978c2ebbc31e56cc7f4c8954461c093a373574f6f5ae1db67e09b0479124de38
cancelled,UFC Fight Night: Lamas vs. Penn,2016-10-15,Mall of Asia Arena,"Pasay, Philippines",Canceled,4966ccf89a50b1ef2e3c92799c734cc76c223ce3e4eed6bf271a5e971ad249cc
375,UFC 204: Bisping vs. Henderson 2,2016-10-08,Manchester Arena,"Manchester, England, UK","16,000",632d4af54cfa51b7090fa8eeeb6176643431bff6b399ebec5302f1df79697fe4
374,UFC Fight Night: Lineker vs. Dodson,2016-10-01,Moda Center,"Portland, Oregon, U.S.","6,240",a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
373,UFC Fight Night: Cyborg vs. Länsberg,2016-09-24,Ginásio Nilson Nelson,"Brasília, Brazil","8,410",e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
372,UFC Fight Night: Poirier vs. Johnson,2016-09-17,State Farm Arena,"Hidalgo, Texas, U.S.","5,624",2a3c6f061508e72a65bb6b069a3e5a6ff11f50f1741f0a4e275930879b779d63
371,UFC 203: Miocic vs. Overeem,2016-09-10,Quicken Loans Arena,"Cleveland, Ohio, U.S.","18,875",31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
370,UFC Fight Night: Arlovski vs. Barnett,2016-09-03,Barclaycard Arena,"Hamburg, Germany","11,763",c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
369,UFC on Fox: Maia vs. Condit,2016-08-27,Rogers Arena,"Vancouver, British Columbia, Canada","10,533",451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
368,UFC 202: Diaz vs. McGregor 2,2016-08-20,T-Mobile Arena,"Las Vegas, Nevada, U.S","15,539",f4ed5ca96527b8fe2fdc83c21e20e7223a50ee7432456a40d319e3a3e40a3591
367,UFC Fight Night: Rodríguez vs. Caceres,2016-08-06,Vivint Smart Home Arena,"Salt Lake City, Utah, U.S.","6,689",e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
366,UFC 201: Lawler vs. Woodley,2016-07-30,Philips Arena,"Atlanta, Georgia, U.S.","10,240",206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
365,UFC on Fox: Holm vs. Shevchenko,2016-07-23,United Center,"Chicago, Illinois, U.S.","10,287",31226d546e7266ee1b0c1552e5fa09f156255f91c87b054af30a1cbde4620289
364,UFC Fight Night: McDonald vs. Lineker,2016-07-13,Denny Sanford Premier Center,"Sioux Falls, South Dakota, U.S.","5,671",a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
363,UFC 200: Tate vs. Nunes,2016-07-09,T-Mobile Arena,"Las Vegas, Nevada, U.S","18,202",85622280e992056149994442eafead0c54bebe5d76093c21d14a9a32d84112d1
362,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,2016-07-08,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S","8,115",0d90fcce1ed3fe9b886fcc604aa93795cf17a7d3c6607e71a1313a0d5365c003
361,UFC Fight Night: dos Anjos vs. Alvarez,2016-07-07,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S","7,760",5a52b57b1d642ac0f11a3e2552c657c188763922fe6eebdfc75c1e4e2a907bd9
360,UFC Fight Night: MacDonald vs. Thompson,2016-06-18,TD Place Arena,"Ottawa, Ontario, Canada","10,490",675be6f90bf2824952b8bb0f6c91ea56699f028c01bc63fe1775f9f46fa45a37
359,UFC 199: Rockhold vs. Bisping 2,2016-06-04,The Forum,"Inglewood, California, U.S.","15,587",a2c7ede21352ec91666b6fba5b9c72a1faa9c2cbcb184c38cb8aef76b794c76d
358,UFC Fight Night: Almeida vs. Garbrandt,2016-05-29,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","5,193",ed86311017f0132a536c1fa22fe2118a377dd61e658f4ecb244a293ca841ee10
357,UFC 198: Werdum vs. Miocic,2016-05-14,Arena da Baixada,"Curitiba, Brazil","45,207",87ed90715a9a19dd85486d884184a0b26fbc4dad4507b2dc5b549016eff243d1
356,UFC Fight Night: Overeem vs. Arlovski,2016-05-08,Rotterdam Ahoy,"Rotterdam, Netherlands","10,421",2d3d69acad0394eb8ecbbed65043d0f88cd0aeaf2c947b1c2f44adc3fa5f5d95
355,UFC 197: Jones vs. Saint Preux,2016-04-23,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","11,352",b26f16436e46c494ca3d905a40d24d681eff253a7edbdcb240ad551aabffa953
354,UFC on Fox: Teixeira vs. Evans,2016-04-16,Amalie Arena,"Tampa, Florida, U.S.","11,273",eec5bf422ce4045a4ccddfa9a971957ea312520658a937525c7ba2fba9e980b7
353,UFC Fight Night: Rothwell vs. dos Santos,2016-04-10,Arena Zagreb,"Zagreb, Croatia","13,177",fc06915b139f0cf45149aad1e46e81c766ce0e98a236f05a0a9bdba5072c6e85
352,UFC Fight Night: Hunt vs. Mir,2016-03-20,Brisbane Entertainment Centre,"Brisbane, Australia","9,552",18f5a20689058e278c72b8ce584e82ef4eb2c8ed0807529ca9bcf07b9c48a301
351,UFC 196: McGregor vs. Diaz,2016-03-05,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,898",bce79e8067ca2ff35160426b22b2ab7b8de82ae59ad95eb82c857406feed8a6f
350,UFC Fight Night: Silva vs. Bisping,2016-02-27,The O2 Arena,"London, England, UK","16,734",66a3ac35e97cb04a6fcc0756faef8caedceaa275333879d8b5b4f10def635df1
349,UFC Fight Night: Cowboy vs. Cowboy,2016-02-21,Consol Energy Center,"Pittsburgh, Pennsylvania, U.S.","7,330",ff49c25524158dbc9d1bdef91e419dc13284a4e66a421e7d37a2a9ee3bdb4d4f
348,UFC Fight Night: Hendricks vs. Thompson,2016-02-06,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","7,422",5628ad83ae5f9b3a7063d8fa04abffa28ca3b74fabad2ac47f9b139d3781d313
347,UFC on Fox: Johnson vs. Bader,2016-01-30,Prudential Center,"Newark, New Jersey, U.S.","10,555",2e84f7d50d3d9d0688aebaeedeeba89d91f88b3fc3d0f853ff669215c39ef238
346,UFC Fight Night: Dillashaw vs. Cruz,2016-01-17,TD Garden,"Boston, Massachusetts, U.S.","12,022",fd1e82c5f635ba85737878032a573728dccee5ec3b1a8c6c23189bc57d0c00a8
345,UFC 195: Lawler vs. Condit,2016-01-02,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","10,300",8744ced1dff34c9e0cb82fcaf707eaa6b234d6444bfdd725a17c4418e6ce167d
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,"Orlando, Florida, U.S.","14,459",69fd48d8abaf7d10d4857bb066d85f2f61aa14bf44fe88dff92f4213b95892cc
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","16,516",378261b8feb5613d22f21516baaa4862cbbe08210a1318668559802ae26bde91
342,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,The Chelsea at The Cosmopolitan,"Las Vegas, Nevada, U.S.","2,566",9d62f272e27d41d9fbeb7248faee82c685e58ffaf7fc94da49b5d9f42e3074cf
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,"Las Vegas, Nevada, U.S.","1,643",b5a9ae81e2018adb5864951fec1e185fd0dc4fa13744ba71a150b88880e83a8b
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,"Seoul, South Korea","12,156",2cf0bf7cff960226878c6c8c929f3140a469f6d415c2da96a5a45996af72f05a
339,The Ultimate Fighter Latin America 2 Finale: Magny vs. Gastelum,2015-11-21,Arena Monterrey,"Monterrey, Mexico","10,410",92de83c9c4b99ccb9e635e95bdd0d51041ff03792b50e416a4fb0728745331b6
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,"Melbourne, Australia","56,214",10b6c5c20ac2e1c26c472d865e6d592bc699478cbde6fa99d3a1688f2c60836e
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,"São Paulo, Brazil","10,628",09f46c9918c8298b57bfd8f1155b8ba60471a27bd37bc65127aef3316bbf0718
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,"Dublin, Ireland","9,500",5b43db81a3cbbae340271cb4dbc6047c714ea0bc64679c66166c99f0d10b902f
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,"Houston, Texas, U.S.","14,622",76c7ed9ac8fa56db50b3ff520bb02c10e77746b19d0ca2b7e2949a58ec84f1ec
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,"Saitama, Japan","10,137",93f9db9562a298731ff5823e899656fee3ef34b8258ad0804b82eb1f7720453f
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","10,873",ec2b8eb0027f367feed5a451e8967eb38457c6306775a3c8794e6203f7dd824e
332,UFC Fight Night: Holloway vs. Oliveira,2015-08-23,SaskTel Centre,"Saskatoon, Saskatchewan, Canada","7,202",063348baa4487e889dfacaff3a77a02ffa13ce807c2b4ace269ee3870608c8b9
331,UFC Fight Night: Teixeira vs. Saint Preux,2015-08-08,Bridgestone Arena,"Nashville, Tennessee, U.S.","7,539",1688b5ed6e8d387d84a0bcb8b2d59cb004f5134b39a9564f43a3dbe869ddf9db
330,UFC 190: Rousey vs. Correia,2015-08-01,HSBC Arena,"Rio de Janeiro, Brazil","14,723",05f8b8f17bfffef4f831359d65a02f751b4a6fbd8c6cc410d0276e97fc097434
329,UFC on Fox: Dillashaw vs. Barão 2,2015-07-25,United Center,"Chicago, Illinois, U.S.","11,663",f83d7bcbd4a94cc46b74d2dba320a525d55cb6c0d508d1e9ca40477066106d97
328,UFC Fight Night: Bisping vs. Leites,2015-07-18,The SSE Hydro,"Glasgow, Scotland, UK","10,451",23a413bcb94cc5f61ed2643d670b0fc322ae0b3f3142207d7f9bf7fd545a4f81
327,UFC Fight Night: Mir vs. Duffee,2015-07-15,Valley View Casino Center,"San Diego, California, U.S.","5,471",90e254c0aaa08ec2a4a1c5e78901289f9748f60a024d3747ae99515c27d53a4c
326,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","4,844",6274b15ab6ff20ce2ac8902222805baa47c56d0bd8b2d0cf0c1cfc1f8a4054fc
325,UFC 189: Mendes vs. McGregor,2015-07-11,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","16,019",217bee34011220ceeabb58931e47452792d3d1908b9eceba6673f5067e4fa310
324,UFC Fight Night: Machida vs. Romero,2015-06-27,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, U.S.","5,604",782165e64fd42c54d4ff3433aedba754494eeab5be26e8a6227daf3b5d51bc5b
323,UFC Fight Night: Jędrzejczyk vs. Penne,2015-06-20,O2 World,"Berlin, Germany","8,155",3a049e4f467c9374630cacd92cbb6a7ef79b663c707ad197bca7be8afcc120f3
322,UFC 188: Velasquez vs. Werdum,2015-06-13,Arena Ciudad de México,"Mexico City, Mexico","21,036",59ad5e21f1751357705abb07a29a5c9a6726326ed8461a8b7ca41a5dc7e4d711
321,UFC Fight Night: Boetsch vs. Henderson,2015-06-06,Smoothie King Center,"New Orleans, Louisiana, U.S.","6,231",19f6defc99f23ee3edec30e7685f12edf900b6e4ae96f3df0e5ef011557d14db
320,UFC Fight Night: Condit vs. Alves,2015-05-30,Goiânia Arena,"Goiânia, Brazil","3,500",6de8dfa83ccc6cb3d3a7288b94e8dc66e7e332a1a2dcff87292d17b75793b50c
319,UFC 187: Johnson vs. Cormier,2015-05-23,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,615",bbf171d15b0c0a1f9c89b94e9b9972d077b68dd3baf44ab28dd8dcea6acd938e
318,UFC Fight Night: Edgar vs. Faber,2015-05-16,Mall of Asia Arena,"Pasay, Philippines","13,446",9bae0a7fb1670f56a36398b2db592abdc96d9b875a43a1bfa38f24d49fc92947
317,UFC Fight Night: Miocic vs. Hunt,2015-05-10,Adelaide Entertainment Centre,"Adelaide, Australia","7,984",d56e296a2aa604c99d37f076e78ead77c4198ab928d086065b865d95ccaaa471
316,UFC 186: Johnson vs. Horiguchi,2015-04-25,Bell Centre,"Montreal, Quebec, Canada","10,154",33b8f288e3dbd0a76e418b737d3cf11bc6957e31bacc7cc2469196ce366f89f6
315,UFC on Fox: Machida vs. Rockhold,2015-04-18,Prudential Center,"Newark, New Jersey, U.S.","13,306",9dc63f7158a282fbf1e660bda1385a49912f0e1fecba2e5bb897bf372c5c5e3b
314,UFC Fight Night: Gonzaga vs. Cro Cop 2,2015-04-11,Tauron Arena Kraków,"Kraków, Poland","10,000",2ccef48200e659cf36d48d29a77da3a0e98802c70e6a745b819cd6ec24ea76ac
313,UFC Fight Night: Mendes vs. Lamas,2015-04-04,Patriot Center,"Fairfax, Virginia, U.S.","5,417",c69dc655a8c0ef571e761aa09935449c1750d40ff05ba278b9c2e7e9c116e211
312,UFC Fight Night: Maia vs. LaFlare,2015-03-21,Ginásio do Maracanãzinho,"Rio de Janeiro, Brazil","7,707",02e1fe7af031ae8b0e4d249ebfa9921dd49cda21275f2318b41389dc29bbc3cc
311,UFC 185: Pettis vs. dos Anjos,2015-03-14,American Airlines Center,"Dallas, Texas, U.S.","17,160",e794fa8fb6baba7a430e58584cc62793b490d63b576fe58bff4a25828bbfe663
310,UFC 184: Rousey vs. Zingano,2015-02-28,Staples Center,"Los Angeles, California, U.S.","17,654",fdc3024e05279facfb2780817a3147770e6198ba9b0c205dc4eb4c4c1810474c
309,UFC Fight Night: Bigfoot vs. Mir,2015-02-22,Ginásio Gigantinho,"Porto Alegre, Brazil","5,080",e2bb31b5621c9b89106027b23fa85aac87db83951bf16843340b74937818d692
308,UFC Fight Night: Henderson vs. Thatch,2015-02-14,1stBank Center,"Broomfield, Colorado, U.S.","5,807",a42c9e75c88f169f53cc18bd7c31f37bd0adcd13b2268f4dbc409da5c2ec3589
307,UFC 183: Silva vs. Diaz,2015-01-31,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,114",b233b424ffb54c12bba3f1dd14b49cb2f1fc469db8faca314801ac558af3fef3
306,UFC on Fox: Gustafsson vs. Johnson,2015-01-24,Tele2 Arena,"Stockholm, Sweden","30,000",e9b574455126acb3cf207cf1b5dca0651a6013dd5da8290d97cdb17beb5f30ad
305,UFC Fight Night: McGregor vs. Siver,2015-01-18,TD Garden,"Boston, Massachusetts, U.S.","13,828",d624807f6b5e315393db436ec9def385c599cc3db8a8e0854bf52870ea0cdd78
304,UFC 182: Jones vs. Cormier,2015-01-03,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","11,575",b569c5290e6232b82a73e53951346640c61356bd0360406483598cc763732952
303,UFC Fight Night: Machida vs. Dollaway,2014-12-20,Ginásio José Corrêa,"Barueri, Brazil",,2333db6a495b21d89bbddb380179504a3148f0ba65c6e8b3a9788159159c03af
302,UFC on Fox: dos Santos vs. Miocic,2014-12-13,U.S. Airways Center,"Phoenix, Arizona, U.S.","15,300",2bb592e132a7ef891b3cc86ee0c24b212c9d42d5beab37816002b7bc2b0769b6
301,The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,800",9edb927857453ca3a5bbddc0ea3c8e84b4c21842572c929ed9c405744798b955
300,UFC 181: Hendricks vs. Lawler II,2014-12-06,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","9,617",51245e97b4bbee8a230aece69e84e4694aaf9a08e9e96740beea8e1e50ea4d83
299,UFC Fight Night: Edgar vs. Swanson,2014-11-22,Frank Erwin Center,"Austin, Texas, U.S.","10,131",5baca758d440f9722876fa998832aa6384224e9d216538da3e688002992de4d4
298,UFC 180: Werdum vs. Hunt,2014-11-15,Arena Ciudad de México,"Mexico City, Mexico","21,000",d8367ad34bbf5db6ea4e87c535efdc5e4b119e1288f7221c921372e2cd33f4cd
297,UFC Fight Night: Shogun vs. Saint Preux,2014-11-08,Ginásio Municipal Tancredo Neves,"Uberlândia, Brazil","5,671",a42881cb85397d8d0421c9808bcba7a5cb7fe14acc57c3ac5d2ef7e776dad406
296,UFC Fight Night: Rockhold vs. Bisping,2014-11-08,Allphones Arena,"Sydney, Australia","9,904",e4120182ec817d97b47fa24a8a9d73662d5c6b972ba902925d129bd9f22fc778
295,UFC 179: Aldo vs. Mendes 2,2014-10-25,Ginásio do Maracanãzinho,"Rio de Janeiro, Brazil","11,415",d16b88d8241645510106e8b9e3f6e32aa7c3c71e00d54d1216e0579e4724081f
294,UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Scotiabank Centre,"Halifax, Nova Scotia, Canada","10,782",5f12a76ed2214b2a88d6e157c42751360d2a47dd2272dc76ee8affd5d52db48e
293,UFC Fight Night: Nelson vs. Story,2014-10-04,Ericsson Globe Arena,"Stockholm, Sweden","10,026",ae43463a16d944844255b7f8402d8de64d5623c27532dfb4548cd68721059eb0
292,UFC 178: Johnson vs. Cariaso,2014-09-27,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","10,544",ac8cb9217d09d90cc34520d88ead646e8d59b6383b0d47e45dffc76f4f6984fa
291,UFC Fight Night: Hunt vs. Nelson,2014-09-20,Saitama Super Arena,"Saitama, Japan","12,395",558a5028735da906cafe53fe570390a0f8cbdf3df16570a8a9fee39b1fe2fa47
290,UFC Fight Night: Bigfoot vs. Arlovski,2014-09-13,Ginásio Nilson Nelson,"Brasília, Brazil","8,822",b9c819d2ffa6d33b866c579a42f3581c160644ef7ba5f9836a5975ffd14e185e
289,UFC Fight Night: Jacaré vs. Mousasi,2014-09-05,Foxwoods Resort Casino,"Mashantucket, Connecticut, U.S.","4,086",19092e9644090b09bdb04e5734d6d354fdc2acbbb08fc90ea74f3d88920e12cd
288,UFC 177: Dillashaw vs. Soto,2014-08-30,Sleep Train Arena,"Sacramento, California, U.S.","11,100",5d3715e4602d9b07fa63f8c5ada509a47a20769091989bfbcb5bebb9558becba
287,UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,BOK Center,"Tulsa, Oklahoma, U.S.","7,119",a4600b4385378825794e7ed44eec87896c8ffe9ef2ef4fdfa0a676b4b59cec1c
286,UFC Fight Night: Bisping vs. Le,2014-08-23,CotaiArena,"Macau, SAR, China","7,022",bb13ecfbd51062511b3b18b6ba41d79d6809fec3661209138088127404091547
285,UFC Fight Night: Bader vs. Saint Preux,2014-08-16,Cross Insurance Center,"Bangor, Maine, U.S.","5,329",0d5c9e3cb27ca896c4cb65ef67c842b2b0e6fe1e33e295d1bda9c5739f5c7388
cancelled,UFC 176: Aldo vs. Mendes II,2014-08-02,Staples Center,"Los Angeles, California, U.S.",Canceled,1c8acdf81318f4d3c0aa2a2268ab0d46a003cf3223136e42d2e964946bb61c1e
284,UFC on Fox: Lawler vs. Brown,2014-07-26,SAP Center,"San Jose, California, U.S.","11,482",04ce543b2c48fb806c75f2ba834b4fe19b04325abe1229f416e7daa5a676f081
283,UFC Fight Night: McGregor vs. Brandão,2014-07-19,The O2,"Dublin, Ireland","9,500",3a46c4543511abab752fcfd9e25e5a744d7c06c34b4242077bb43a88e358724a
282,UFC Fight Night: Cowboy vs. Miller,2014-07-16,Revel Casino Hotel,"Atlantic City, New Jersey, U.S.","4,115",cfc52f4d8c71aa549ca0dad9ca789461b80b3a0ceae9caf4d664c15ae0b35ac7
281,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","6,500",f9489b12262addcbf482440a4e394beaf8cb7fa0c73421a3482f85581a06a61f
280,UFC 175: Weidman vs. Machida,2014-07-05,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,088",7fd07f010b18aa8dfa324a27b2c025fed7206fd33ade66e9e01c1b154573fc6a
279,UFC Fight Night: Swanson vs. Stephens,2014-06-28,AT&T Center,"San Antonio, Texas, U.S.","9,227",e11abc132f1ff95baf23fabd37a6fcc6472ecf41ad5fe7988f4d8e1b82080e82
278,UFC Fight Night: Te Huna vs. Marquardt,2014-06-28,Vector Arena,"Auckland, New Zealand","8,089",d99c9fe9b90d47f87e934bc00d38a627ff23e366ad4c5097eb713a92d30eeee3
277,UFC 174: Johnson vs. Bagautinov,2014-06-14,Rogers Arena,"Vancouver, British Columbia, Canada","13,506",339945df3d762652930a3bff67121673a036df3e63410826582f78d8a65b77c9
276,UFC Fight Night: Henderson vs. Khabilov,2014-06-07,Tingley Coliseum,"Albuquerque, New Mexico, U.S.","8,775",966680fb8a8834c9f776d13f554b80a519cf31f0d1b47d55e86ca3fcfbca1de4
275,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,2014-05-31,Ginásio do Ibirapuera,"São Paulo, Brazil","8,986",1428484c21a3ceee363548dce2f2dd8c2cc2fee6dc91d056ce7685a4434a3cf0
274,UFC Fight Night: Muñoz vs. Mousasi,2014-05-31,O2 World,"Berlin, Germany","8,000",2cc542048990eab47c2fa9a3ec9832af229c05a4e733737379f1fe607b19c9a4
273,UFC 173: Barão vs. Dillashaw,2014-05-24,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","11,036",f4198edd700729c27709991dfbf92367b85568a6a5874fc40c0ba9bac98f5209
272,UFC Fight Night: Brown vs. Silva,2014-05-10,U.S. Bank Arena,"Cincinnati, Ohio, U.S.","6,143",d7f0dfddfaa857feb91e0c8600dce56921ef9618b9a41aa209815dff19188de6
271,UFC 172: Jones vs. Teixeira,2014-04-26,Baltimore Arena,"Baltimore, Maryland, U.S.","13,485",006318d7a2f82ea8c94da2a9a16f52237367495d7dfc1c347eb50cc7a7b6449b
270,UFC on Fox: Werdum vs. Browne,2014-04-19,Amway Center,"Orlando, Florida, U.S.","17,000",8acfa2f00ba781d327e834cd7bfd8cec06df9257078c82e64f8723e1c4b24eb2
269,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,2014-04-16,Colisée Pepsi,"Quebec City, Quebec, Canada","5,029",c735bd00aceecf54f97302330120d8c50ecb7a02dc1c3033c0571192a7cfbf91
268,UFC Fight Night: Nogueira vs. Nelson,2014-04-11,du Arena,"Abu Dhabi, United Arab Emirates","7,963",b8aedd2e4cc76cbafb3461812fdb849181875a9b3b0b560a466db9b9c7689f12
267,UFC Fight Night: Shogun vs. Henderson 2,2014-03-23,Ginásio Nélio Dias,"Natal, Brazil","6,828",c7e811f1527b8adfbc9318fb7e7e11f5b52247c44348eacb44899c486274ef43
266,UFC 171: Hendricks vs. Lawler,2014-03-15,American Airlines Center,"Dallas, Texas, U.S.","19,324",7504fc64c6f15646611263f098d7e990e6792b00aad5302010e6437b449d789b
265,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,"London, England, UK","14,604",1b2c202592328cb8212da7ff5918f5aee536d822c0d96be884074d0f46d109c3
264,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,"Macau, SAR, China","6,000",d9a802d5c9cb81154729725c4cbb45c75ec75b4fd551b325dea30661c407bd0b
263,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,217",1fb9f2bdd102bab5ef532fa40f5e8117637dbf834d4d2ef331f0764f8411e6a9
262,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,"Jaraguá do Sul, Brazil","7,511",ff3695ac15bc1f862112ba0694cace564f943e6f0bbdfd6ed64c280bc00a7143
261,UFC 169: Barão vs. Faber 2,2014-02-01,Prudential Center,"Newark, New Jersey, U.S.","14,308",8382bf240587d1b5d270ddea8c9b2dbfa3d8d17502f84c4daf27fa0f43d0a329
260,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,"Chicago, Illinois, U.S.","10,895",20b0629d7482b6a038e8419453c3ae3a30402876dffb753730e99d260d2c78e2
259,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,"Duluth, Georgia, U.S.","5,822",1a2181db853cd6d94b4ea1dca2b37fa2df3e0ddab6cb7c1b994f324edceb398c
258,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,"Marina Bay, Singapore","5,216",5cbde5b26da9132988c2fe1b580b94b5e0431cf67daba5d2b1ae530cf91115f6
257,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","15,650",dab1d4907d3f467da3466bad3446b78f9c90db27639e18302e24470386efd895
256,UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,Sleep Train Arena,"Sacramento, California, U.S.","11,573",5c6d8ca7d46a4cc94db07b73e4c1eda20fe836b198abe11622e60791f47e068e
255,UFC Fight Night: Hunt vs. Bigfoot,2013-12-07,Brisbane Entertainment Centre,"Brisbane, Australia","11,393",384aa48656d3426c2013f56675512c27d0dfcb38a1c98168d364ad7b84dbec80
254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","4,853",3c41d8bd7404b8e778fdffc8f11f561727615aa65d7826a3726579601b2b55fd
253,UFC 167: St-Pierre vs. Hendricks,2013-11-16,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,856",f9ed3004beac8c8712a6634acf7da15d6e7ab070094848aa044d4d52a05a8f36
252,UFC Fight Night: Belfort vs. Henderson 2,2013-11-09,Goiânia Arena,"Goiânia, Brazil","10,565",aac75f3a4c0ef0414296ada435db83f7e3caf2a32c947b462365596424a3fcb8
251,UFC: Fight for the Troops 3,2013-11-06,Fort Campbell,"Fort Campbell, Kentucky, U.S.",,1a585983d8d07db8fadd59f1ed7417cc3c3d212e12027cb486fee48f05fbd96d
250,UFC Fight Night: Machida vs. Muñoz,2013-10-26,Phones 4u Arena,"Manchester, England, UK","10,355",cce84b23fa0022a56475a937d1da27d0b0fe13a119a43f511f8a761e7e87cd4b
249,UFC 166: Velasquez vs. dos Santos III,2013-10-19,Toyota Center,"Houston, Texas, U.S.","17,238",c7b97f0326e6f546c8ebd20280b8e2f2a009b1f3c49affd07c0636933908cd9b
248,UFC Fight Night: Maia vs. Shields,2013-10-09,Ginásio José Corrêa,"Barueri, Brazil","6,621",3ba90ef397e59fcd8e68714b6590649a344806298c49a282be3588d10901106c
247,UFC 165: Jones vs. Gustafsson,2013-09-21,Air Canada Centre,"Toronto, Ontario, Canada","15,504",3343cd75879f09607d560e306762e10319ace43ddb536cb60087919f9c1a2778
246,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,"Belo Horizonte, Brazil","5,126",2174cf212b861a066911a6230265bfefa0b8d57d683ad6c1d96a0d7f40bf1d31
245,UFC 164: Henderson vs. Pettis 2,2013-08-31,BMO Harris Bradley Center,"Milwaukee, Wisconsin, U.S.","9,178",8cf31dbe3c8e13ae1ef81c72fbfd8ac436d4e98c03ec9353bc4709468c86a872
244,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,"Indianapolis, Indiana, U.S.","6,417",a679798d006c467284fb9dd4f6c842ee5f76259856b382e231f6105e1896dab2
